mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.054595947265625,0.001960844129937689,0.2402035713195801,0.009453173912473264,6,1,"{'n_neighbors': 6, 'p': 1}",-421725.3607957106,-467068.4032363959,-431163.5846015193,-418314.91700785374,-446324.9099942063,-436919.4351271371,17930.649960562427,5,-309331.41326133214,-302214.61739472585,-308693.7996639824,-314352.43957154534,-302855.7721477126,-307489.60840785963,4499.74981427521
0.05681171417236328,0.004129870458966997,0.2963850498199463,0.008113167053911668,6,2,"{'n_neighbors': 6, 'p': 2}",-516834.5289975412,-585079.9727500353,-510249.8605896743,-516527.75872923905,-558488.9862108921,-537436.2214554764,29372.90487539861,51,-380747.0807817464,-372334.0533813557,-378893.6191390031,-388951.7500659804,-370681.3335948413,-378321.56739258545,6533.523377017789
0.05459065437316894,0.0018530914906171143,0.2568013668060303,0.010382170916555317,7,1,"{'n_neighbors': 7, 'p': 1}",-412359.4638524162,-461507.56045247434,-433044.3868564807,-415251.3317473455,-447946.66858609027,-434021.8822989614,18825.04509957291,2,-325243.14606430044,-314950.14789991773,-323376.1309298182,-330886.5545124138,-314376.94324471,-321766.584530232,6307.480936986872
0.055407047271728516,0.002866543827339948,0.32700090408325194,0.02147256821865946,7,2,"{'n_neighbors': 7, 'p': 2}",-515902.1305545506,-582371.5370933914,-509950.67068366165,-512052.6896516661,-557414.6336864757,-535538.332333949,29202.0748925727,50,-401235.84402868646,-389530.04135016305,-397379.5476058449,-401076.87773250777,-387545.90286052437,-395353.6427155453,5767.757562152022
0.053997802734375,0.0006338431782280511,0.28280038833618165,0.019499256795114047,8,1,"{'n_neighbors': 8, 'p': 1}",-414353.05665080814,-464778.78100017377,-429011.76814346755,-416635.3171730156,-446284.6062970742,-434212.7058529079,19028.58766453313,4,-340545.4580309811,-326773.09657346254,-335386.6933047224,-344657.57901573635,-326625.4202872444,-334797.64944242936,7235.762095931673
0.05499887466430664,2.247163091081451e-05,0.34100756645202634,0.01404003557095316,8,2,"{'n_neighbors': 8, 'p': 2}",-522875.10901474336,-584822.4404852422,-514775.13557901216,-508225.72100412805,-559458.4788419757,-538031.3769850202,29351.20668402853,54,-413805.6974282864,-404031.59585062356,-412225.2496211655,-417581.11981399544,-404370.8506799106,-410402.90267879626,5355.482494445625
0.05659208297729492,0.0032052453607424483,0.2910088062286377,0.007943037569873688,9,1,"{'n_neighbors': 9, 'p': 1}",-415835.7660199882,-463438.2909552274,-430576.62138677883,-411697.1545870707,-444949.23178547417,-433299.4129469079,19095.132210513526,1,-350399.8418550741,-340674.1723137929,-346087.2209766397,-357583.8032147687,-338353.86107338243,-346619.7798867315,6905.909907539121
0.05640687942504883,0.003337047524316247,0.3556083679199219,0.010061390536539058,9,2,"{'n_neighbors': 9, 'p': 2}",-528440.4455072227,-586654.3189665161,-518899.5321116403,-502045.00743744907,-552784.4471953993,-537764.7502436455,29443.23476304002,52,-427185.4380139339,-415768.44755759684,-423103.2850520799,-433452.26612659235,-417434.4737218921,-423388.782094419,6469.823834485887
0.05419821739196777,0.00040009397904805803,0.30660309791564944,0.011180526848038828,10,1,"{'n_neighbors': 10, 'p': 1}",-417484.6073421387,-457910.9495597266,-432984.78884009266,-414413.8393719583,-447625.87488760136,-434084.01200030354,16821.23195077798,3,-358215.7496497784,-348961.9818913125,-355923.65436735994,-366071.8195599907,-350774.4532474944,-355989.53174318717,6053.039141686747
0.056998252868652344,0.0020965566443822093,0.3750086784362793,0.011067399676219239,10,2,"{'n_neighbors': 10, 'p': 2}",-530299.3800034759,-583794.8438245857,-519846.19396523753,-500911.4858076478,-558357.6599895712,-538641.9127181036,29236.825711269747,56,-438608.0093299731,-426010.15963674284,-435229.75959446153,-444402.12780458835,-427711.41016858816,-434392.29330687074,6834.687445864233
0.055198049545288085,0.0007484309199529069,0.32260985374450685,0.01202357442867131,11,1,"{'n_neighbors': 11, 'p': 1}",-423761.09432173666,-456827.88793039887,-440208.9933510817,-414338.25271922856,-453246.54858029366,-437676.5553805479,16455.563778493575,6,-366684.42534823105,-356938.37901998096,-365280.8989979321,-372044.52876881487,-357512.07199577126,-363692.06082614604,5745.378190945313
0.05519967079162598,0.0003995673291810179,0.3896004676818848,0.0147320701712683,11,2,"{'n_neighbors': 11, 'p': 2}",-528263.2978893111,-579960.4031776673,-525832.8839211669,-499548.4138800839,-556354.8871043735,-537991.9771945204,27636.727557455386,53,-448981.3161381466,-433192.92936770315,-445359.91213627823,-456858.959865095,-437482.4241726799,-444375.10833598056,8373.574616570751
0.054990720748901364,0.00219904978242498,0.33440709114074707,0.013509391866823206,12,1,"{'n_neighbors': 12, 'p': 1}",-425986.88978520577,-459827.0361737085,-445118.9832407944,-417171.4687733359,-452665.41207271145,-440153.95800915116,16106.635876808683,7,-373904.513899953,-365515.55998502526,-372110.82066407736,-379641.2682271048,-367787.22943722684,-371791.87844267744,4931.678410896717
0.054998350143432614,0.001415055441478274,0.41439342498779297,0.018189957991991846,12,2,"{'n_neighbors': 12, 'p': 2}",-526412.919973545,-576309.3648444238,-523515.5122151409,-502582.2949755376,-563873.4344124179,-538538.7052842131,27327.881971677605,55,-457476.375610337,-442117.6473909601,-454402.88225423085,-464713.59530154685,-446883.4100907473,-453118.78212956444,7937.027863960253
0.056192541122436525,0.0019308705512276596,0.3460074424743652,0.01357860236899892,13,1,"{'n_neighbors': 13, 'p': 1}",-427935.0401614107,-463005.6374092562,-448412.36388475593,-419482.25909206225,-447332.77695393114,-441233.61550028325,15573.880367147793,9,-378691.75288825994,-371557.8996751656,-377859.3480788685,-385470.8561296475,-374746.3329363079,-377665.23794164986,4644.107537713966
0.055199384689331055,0.0007473088636741521,0.44240880012512207,0.019762177427053364,13,2,"{'n_neighbors': 13, 'p': 2}",-530296.4713558324,-580799.7758835462,-522496.4761112674,-504375.77227368404,-565798.6292854842,-540753.4249819629,28273.557105211385,57,-465678.25730089,-448608.3420634623,-461842.9895835226,-473064.3551034603,-454703.70858425245,-460779.53052711755,8498.221283768216
0.054010868072509766,0.0006315571984032275,0.3615889549255371,0.016666056094969888,14,1,"{'n_neighbors': 14, 'p': 1}",-432900.0452492085,-465341.3118895108,-450592.2959845816,-418919.59050949465,-448318.58855854045,-443214.36643826717,15916.720779520543,10,-382997.7868960567,-376857.5447587656,-384014.64227455074,-390820.72104981274,-381227.73306315165,-383183.68560846744,4536.4119313471065
0.055199480056762694,0.0003993056000914436,0.43441476821899416,0.014289462483469332,14,2,"{'n_neighbors': 14, 'p': 2}",-530457.5808139383,-585765.861015348,-525678.4388813347,-506946.3078274646,-566348.3057381702,-543039.2988552512,28744.641257547457,59,-470334.6551640557,-455166.401988822,-468333.2406290162,-478196.7710952437,-461640.4312127493,-466734.3000179774,7831.6176575532845
0.05439414978027344,0.000984118513395324,0.37880649566650393,0.015526489684088355,15,1,"{'n_neighbors': 15, 'p': 1}",-432340.30403223523,-466805.34884537646,-453954.33475267154,-419404.8428046865,-447818.95761040295,-444064.7576090746,16580.750606295467,11,-387976.3617132245,-381378.8305509368,-388969.13811070565,-396439.29165041295,-385294.16305286804,-388011.5570156296,4966.330670456297
0.05519976615905762,0.0014709240959917818,0.4556082248687744,0.016473033880874875,15,2,"{'n_neighbors': 15, 'p': 2}",-526882.1212827148,-586413.5551832542,-527525.8399515902,-508366.36424822966,-567147.4527240891,-543267.0666779757,28865.910664984658,60,-475469.23559353565,-461635.65808548103,-473476.5133657764,-483594.4681926501,-468897.27425680246,-472614.6298988491,7263.677041126008
0.05460667610168457,0.0018563319685582173,0.38438639640808103,0.021089887483014085,16,1,"{'n_neighbors': 16, 'p': 1}",-434121.38270795316,-469639.58128539205,-454510.08262012963,-418778.66797689744,-449870.67050713353,-445384.0770195012,17472.487287265394,12,-392033.12698056526,-385557.52229326894,-391171.38012592064,-401020.0479164554,-390091.5758599136,-391974.7306352248,5043.676867205572
0.05639715194702148,0.0025569471991801315,0.4660164833068848,0.016363158471817685,16,2,"{'n_neighbors': 16, 'p': 2}",-530066.7717516257,-589451.8165302579,-528461.122868989,-508480.1302723059,-566139.1705582815,-544519.8023962921,29161.31760959803,61,-478789.83069589885,-468665.1199064066,-478777.2617895834,-488136.13362244546,-475290.90151852893,-477931.84950657265,6299.605570590951
0.05320663452148437,0.00039619235341765383,0.39379277229309084,0.01671044370981466,17,1,"{'n_neighbors': 17, 'p': 1}",-433852.3671327985,-471678.3815413098,-456968.7621009033,-417973.0014947456,-450079.3667551432,-446110.3758049801,18597.58569883996,13,-396257.4697818458,-390749.77993115666,-394418.4990405797,-404524.8345550273,-394064.82820974296,-396003.08230367047,4616.273243427235
0.055398082733154295,0.003824756587204059,0.48100900650024414,0.0157400875739092,17,2,"{'n_neighbors': 17, 'p': 2}",-536180.9292026529,-593823.6706729063,-526087.7635491386,-510480.8456775472,-565632.4915263003,-546441.140125709,29752.60261788487,62,-484640.7678862343,-476198.5392635484,-483895.90797543677,-493203.41364084766,-481622.37968456605,-483912.20169012656,5506.388408908781
0.053790855407714847,0.000737128455643162,0.41999239921569825,0.011163619783409852,18,1,"{'n_neighbors': 18, 'p': 1}",-432666.88939274306,-471296.762922483,-456270.24503132905,-417597.19279036665,-453343.10029683996,-446234.83808675234,18886.71925214805,14,-400517.16276923585,-394440.37247912434,-397097.4731431773,-409023.510173062,-397988.6401267827,-399813.43173827644,4997.936443310736
0.05506777763366699,0.005304594123252284,0.5033076286315918,0.032747417862792456,18,2,"{'n_neighbors': 18, 'p': 2}",-539900.1275444815,-596514.9707735968,-529592.5542473141,-515858.85627691227,-565294.8068412658,-549432.2631367141,28565.892099276767,63,-490246.4733092328,-482261.54509716935,-488897.5675791998,-500035.72913854895,-485994.3232703282,-489487.12767889583,5943.162557661027
0.04686751365661621,2.089972423136189e-05,0.42524375915527346,0.022969894018724728,19,1,"{'n_neighbors': 19, 'p': 1}",-436422.92695594794,-473664.1411465018,-456510.7429366091,-420628.0464886068,-455344.3275531788,-448514.0370161689,18258.977640362125,15,-404591.8707702991,-398110.95116249047,-401175.5596734573,-413435.1078140223,-401797.4489492509,-403822.187673904,5229.207872217921
0.05627031326293945,0.01248530263880915,0.5062493801116943,0.012495694668162539,19,2,"{'n_neighbors': 19, 'p': 2}",-544027.5411993294,-602759.7589982768,-533674.7295991243,-519993.66186882707,-568545.421117791,-553800.2225566697,29181.779940301953,65,-497099.61505433964,-488594.3516630168,-494427.14493226924,-507237.74636728497,-490525.1364590503,-495576.79889519216,6540.523403440634
0.05010499954223633,0.006200751764989079,0.4376852989196777,0.01989448412982702,20,1,"{'n_neighbors': 20, 'p': 1}",-441020.4743242382,-477137.71564274124,-456328.2101141367,-423565.5351914832,-454836.97930011596,-450577.7829145432,17763.118351783753,17,-407430.2333684569,-402194.2830020132,-403786.48553712125,-416550.0554221222,-405936.0390027374,-407179.41926649015,5015.601798838614
0.05000462532043457,0.006247354291457118,0.5256048679351807,0.01610790077468979,20,2,"{'n_neighbors': 20, 'p': 2}",-548723.9000512686,-604918.5667628316,-535901.0868111239,-522664.8943001158,-575724.2365260719,-557586.5368902824,29453.77190787377,66,-503984.78289939463,-493142.47779547237,-500303.8468893025,-513077.36004989565,-495925.9554616621,-501286.8846191455,6961.770653117472
0.056243085861206056,0.007666539405167302,0.45033555030822753,0.0181312006618313,21,1,"{'n_neighbors': 21, 'p': 1}",-439426.994596286,-479651.41345847416,-455170.110542247,-426623.741917269,-455479.6970432205,-451270.3915114993,17810.849811532742,18,-411056.9433165038,-406655.0671813621,-408952.999912245,-419895.65208481863,-408490.24746912846,-411010.1819928116,4658.387242694759
0.049999427795410153,0.006232529403871727,0.5313235759735108,0.0262053799296801,21,2,"{'n_neighbors': 21, 'p': 2}",-551230.9019234311,-610255.0188231474,-537600.3576544407,-522866.40510217217,-578042.3203080537,-559999.000762249,31011.730562296492,67,-507860.41921408253,-497633.5426699092,-505670.979549864,-518224.80484901613,-501368.9809499374,-506151.74544656184,6990.6234342979005
0.05549235343933105,0.011198721234160049,0.4407945156097412,0.01985099093113163,22,1,"{'n_neighbors': 22, 'p': 1}",-441616.3303245269,-479417.3740883094,-456868.7783325991,-430213.7404111163,-456379.1491723567,-452899.07446578174,16571.145887671766,19,-414161.03061784647,-409280.8041897961,-411535.46165093663,-421979.46744452335,-411556.4484051013,-413702.64246164076,4417.497635448803
0.05000495910644531,0.006246348470047357,0.5455037593841553,0.02615421706611443,22,2,"{'n_neighbors': 22, 'p': 2}",-553026.0582591485,-617797.1931560845,-540648.7191507139,-523475.39502983063,-580433.0607605604,-563076.0852712676,33069.226504185455,68,-512516.7603536212,-501472.130908818,-510675.78612638195,-522206.6164495775,-505649.5876133126,-510504.1762903423,7016.7218161350875
0.04999184608459473,0.006234919602198876,0.4647239685058594,0.020831531856118322,23,1,"{'n_neighbors': 23, 'p': 1}",-443674.99847168045,-481269.43610877305,-457979.41018515883,-432354.1293647473,-456643.72765050037,-454384.34035617206,16375.945356364651,20,-418234.2108465908,-411743.24921927747,-414413.13583409565,-424993.51039281377,-414123.14874019683,-416701.45100659487,4638.4349830744895
0.05311365127563476,0.007643977246743726,0.5501155376434326,0.01830213594440173,23,2,"{'n_neighbors': 23, 'p': 2}",-553991.7545286159,-622086.6585756404,-542182.7121438601,-527352.1817246297,-582000.3368357184,-565522.7287616928,33483.429117793836,69,-516711.73050112947,-506559.00824127824,-516001.3767628412,-527851.77511149,-510145.81507679983,-515453.9411387077,7250.986699730546
0.059379291534423825,0.006244556528323219,0.4657719612121582,0.025004712375061328,24,1,"{'n_neighbors': 24, 'p': 1}",-444488.80423079274,-485327.8050060184,-459534.43948677095,-431873.0402089771,-455986.4563884061,-455442.1090641931,17808.280083710888,21,-421735.77307100105,-413657.5971943105,-417801.4460608151,-429024.3907886939,-417960.6222514507,-420035.9658732543,5170.393484354598
0.056229782104492185,0.0076488671359191095,0.5759071826934814,0.01591879645841651,24,2,"{'n_neighbors': 24, 'p': 2}",-555497.775119804,-625373.9236772889,-544958.1213266061,-530206.3992093956,-585113.2699121684,-568229.8978490526,33763.75844180583,70,-521567.8455263946,-510372.40814110934,-519273.22661661205,-531822.0417424035,-514131.43462376454,-519433.3913300568,7324.9214024018265
0.059378623962402344,0.006273204365144372,0.4687455654144287,0.013982251930577191,25,1,"{'n_neighbors': 25, 'p': 1}",-446272.02887378057,-487327.0078635616,-459248.2555491078,-432128.0195776593,-457162.06091958284,-456427.4745567384,18203.703856142383,22,-425511.51684264076,-417112.21331789927,-421974.6111806732,-431679.2655129598,-420584.757927258,-423372.47295628616,4949.637051222343
0.052062463760375974,0.006571222037034636,0.6060799598693848,0.03158115223109204,25,2,"{'n_neighbors': 25, 'p': 2}",-558339.5963321052,-627080.6945894567,-545007.7200869523,-532329.1236963152,-586424.9257907765,-569836.4120991211,33786.163047847476,71,-526174.6155522262,-514474.9876927784,-523659.44912387466,-536528.8729203175,-517848.00880950113,-523737.18681973964,7616.36508545623
0.050235414505004884,0.006745160706712178,0.4934841156005859,0.0183718745264632,26,1,"{'n_neighbors': 26, 'p': 1}",-447149.27894718986,-491463.07567945187,-460476.76108970365,-434190.3332684252,-459462.32613869326,-458548.3550246928,19032.525256671153,23,-427186.4848775267,-420338.97098014597,-424680.90854069905,-434123.1349746016,-424237.0180863571,-426113.3034918661,4565.61577102832
0.05010581016540527,0.006201541820124606,0.6126235485076904,0.03756209387415902,26,2,"{'n_neighbors': 26, 'p': 2}",-561101.2890919206,-627971.3812562601,-544765.6329475408,-533404.6012163432,-587790.2869879052,-571006.6382999939,33844.622323300624,72,-529087.0134102833,-518108.1481990038,-527569.9866024461,-539138.0395079512,-521970.34790977987,-527174.7071258927,7158.523988904447
0.053122520446777344,0.007657849101222108,0.49701681137084963,0.028711154379024766,27,1,"{'n_neighbors': 27, 'p': 1}",-449549.19242135924,-492500.1356872434,-461961.7693505445,-435889.5493499723,-461758.6691078272,-460331.8631833893,18725.29209083557,24,-430158.16884801915,-422861.5513629226,-426881.03270255134,-436803.81433854747,-427336.9710827528,-428808.30766695866,4625.87035736199
0.05027403831481934,0.006865375954880386,0.6423748970031739,0.06678966358566435,27,2,"{'n_neighbors': 27, 'p': 2}",-562173.8482677762,-630416.6188556293,-545185.3332640309,-537470.596463989,-589716.6370812253,-572992.6067865302,33850.59398417361,73,-532324.5040872322,-520914.6195286232,-531859.029659145,-542211.3767822178,-526220.7363928643,-530706.0532900164,7103.681424762901
0.06339893341064454,0.011002978048533098,0.6035936832427978,0.051481121954030006,28,1,"{'n_neighbors': 28, 'p': 1}",-451645.5898199478,-495167.5367592553,-463692.0420714404,-437812.6042805709,-464571.5580695603,-462577.86620015494,18974.38108129915,25,-432800.96935594216,-425166.66467202164,-429743.3376624888,-439109.70003688865,-429711.04199713963,-431306.3427448962,4600.215428322877
0.05539383888244629,0.0016231781277458147,0.7018160343170166,0.04224554549849404,28,2,"{'n_neighbors': 28, 'p': 2}",-565536.0904339838,-631362.6911141673,-546617.2297588502,-541307.6123207192,-589445.4946069418,-574853.8236469326,32910.918081408265,75,-534530.5255148227,-524612.8295630019,-534217.7883904851,-545368.3288944184,-531152.0485473105,-533976.3041820077,6720.041365761867
0.063193941116333,0.0067679871603051524,0.6717957496643067,0.21803692373099842,29,1,"{'n_neighbors': 29, 'p': 1}",-450604.9916728558,-497870.6893792266,-466439.4696220496,-440217.1007865987,-465978.22120248066,-464222.09453264234,19503.301686426425,26,-435029.34565570235,-427093.8935890442,-432500.1341620822,-441245.8419130754,-431692.33697645186,-433512.31045927125,4639.866032310871
0.09938716888427734,0.05692082365958739,1.3101517677307128,0.6389825120365031,29,2,"{'n_neighbors': 29, 'p': 2}",-566966.015691991,-636374.7308058183,-548336.3411421871,-544884.6462951046,-589798.6217724858,-577272.0711415174,33593.08079890646,76,-537817.3701289064,-527997.7714963072,-536990.7701977564,-548615.7286622996,-533841.5187432908,-537052.6318457121,6731.947753790319
0.11219582557678223,0.005038372418471294,1.8303083419799804,0.19088540708941507,30,1,"{'n_neighbors': 30, 'p': 1}",-450080.6631220793,-499321.8973523089,-469722.855787434,-440697.0555899318,-466451.9168903051,-465254.8777484118,20076.359101441947,27,-437582.2058760046,-430041.73381542315,-433802.15659164207,-443526.7186633966,-435057.1390491088,-436001.99079911504,4480.519786860236
0.11799130439758301,0.06343823699426418,1.2237318515777589,0.490988083064397,30,2,"{'n_neighbors': 30, 'p': 2}",-567416.2728608762,-638864.5502116403,-552031.9197427577,-548287.6629414188,-591780.5413042358,-579676.1894121857,33315.24630633895,77,-540634.8845551984,-532318.707800952,-540687.522584825,-551716.9007185756,-537720.9383113183,-540615.790794174,6331.854525635543
0.06761531829833985,0.0025391149445608595,0.8299681186676026,0.18532836310520265,31,1,"{'n_neighbors': 31, 'p': 1}",-450333.3283971059,-501585.4769691953,-472497.22462238185,-440371.56603130425,-466652.69768141775,-466288.05874028103,21027.6601208675,28,-439089.17223580834,-431876.09585240623,-436153.35748743004,-445567.60393324116,-437775.8209970134,-438092.41010117985,4458.133558322124
0.09919910430908203,0.007987390651184556,1.596316146850586,0.2596390529563344,31,2,"{'n_neighbors': 31, 'p': 2}",-569971.6266411844,-641026.057027695,-555791.159377242,-552716.4183178734,-592215.1314848016,-582344.0785697593,32486.753047233353,78,-544354.7702500289,-535093.859678048,-543845.0386096523,-555145.4531827297,-542387.262687667,-544165.2768816252,6421.131932083553
0.10619401931762695,0.007886602723549298,1.3038007259368896,0.06993386093127987,32,1,"{'n_neighbors': 32, 'p': 1}",-450766.6101460895,-503720.1350169221,-473924.44450205495,-442227.56412530324,-467279.4254822838,-467583.63585453073,21316.13331345399,29,-441333.5079823468,-434959.2251991994,-438787.97217772814,-448362.40103055886,-440266.9541567526,-440742.0121093172,4379.606631631725
0.11780118942260742,0.00936959100685203,1.6326005458831787,0.17234820463588119,32,2,"{'n_neighbors': 32, 'p': 2}",-571436.6492580343,-643164.0526563043,-556692.2393804769,-555923.0972934621,-593377.7979487662,-584118.7673074087,32496.52821527404,79,-548452.6276106731,-538311.7518872118,-547289.7868018548,-558924.1828923178,-545278.8531093227,-547651.4404602761,6643.889968045753
0.09939956665039062,0.00840468018179547,1.3682002544403076,0.10445163763771251,33,1,"{'n_neighbors': 33, 'p': 1}",-453318.39879482833,-504082.5611905278,-475138.0325106112,-441393.07722681353,-468560.16185312514,-468498.44631518127,21332.848010768936,30,-443010.0258482554,-437804.2396477687,-440718.42033703486,-451414.97490994545,-443249.1676039857,-443239.365669398,4534.071890152678
0.10859994888305664,0.009707288783809873,1.5893998622894288,0.10517605214321926,33,2,"{'n_neighbors': 33, 'p': 2}",-574634.6692081706,-646778.6266284037,-559060.1688929748,-558205.0933113927,-595956.3846356752,-586926.9885353234,32913.08734542062,80,-552187.116669618,-542276.2419419234,-550771.0078495082,-562941.5998402478,-548444.677064795,-551324.1286732184,6725.649754661722
0.11339516639709472,0.016081288143516292,1.479200553894043,0.07168994631543892,34,1,"{'n_neighbors': 34, 'p': 1}",-457278.5931118977,-506033.63467558194,-476698.2325180328,-442240.27746645035,-470265.63395945175,-470503.2743462829,21328.523958368685,31,-444785.5191616978,-440534.4904165451,-442866.8790286231,-453919.70500677667,-444219.07426087954,-445265.1335749044,4568.51149289753
0.10799727439880372,0.02589034155636758,1.5549047470092774,0.2300653717011344,34,2,"{'n_neighbors': 34, 'p': 2}",-576424.488448435,-649135.9815328306,-559985.4101637083,-563199.9966041452,-598340.5108638691,-589417.2775225977,32766.8762772364,81,-555321.7567323496,-545632.4847806146,-553493.3677184489,-565845.46314922,-551120.3001972915,-554282.674515585,6636.6734414058565
0.10759696960449219,0.014812910213761079,1.5195051670074462,0.1696009198046111,35,1,"{'n_neighbors': 35, 'p': 1}",-460066.65293845866,-507264.2998210059,-477050.68921493605,-444763.5927454773,-470719.8298551328,-471973.01291500207,20760.260835177913,32,-447056.6411996956,-442400.2712072687,-445138.4063872668,-456747.8843731239,-446198.56816269783,-447508.3542660105,4878.476532974853
0.10319309234619141,0.01018581138582093,1.5604010105133057,0.1740309641508423,35,2,"{'n_neighbors': 35, 'p': 2}",-578754.9632018424,-650307.9244044368,-562851.1939218198,-566885.4219553054,-600344.6929455388,-591828.8392857887,32016.019098849123,82,-559021.2249984482,-550256.0906392973,-557277.5531369881,-569316.5016912493,-554222.9880723206,-558018.8717076607,6385.298913555131
0.07834153175354004,0.01975788874637347,0.852593469619751,0.2681604509206921,36,1,"{'n_neighbors': 36, 'p': 1}",-462298.8268814788,-509119.4124847485,-478655.4469205542,-447154.1513369419,-472052.20887086395,-473856.0092989175,20573.544107742735,33,-449362.86875451735,-443823.6170232845,-447734.9776938628,-459825.03920037835,-448514.3115935285,-449852.1628531143,5335.041802393474
0.059700393676757814,0.005211903630896348,0.8150248050689697,0.12182249102190176,36,2,"{'n_neighbors': 36, 'p': 2}",-582933.4495278647,-651629.4418683157,-567031.4091298836,-569822.9062494634,-601346.155436462,-594552.6724423978,31009.342562207225,83,-561870.2177991004,-553340.7763796308,-561123.8792902951,-572131.85759783,-557123.5961679429,-561118.0654469599,6297.799529390893
0.09060077667236328,0.012531605789057921,1.9818356513977051,0.5477140413914185,37,1,"{'n_neighbors': 37, 'p': 1}",-464265.2227998368,-512371.59190574614,-479456.66953777865,-447757.5064833209,-474008.7883881376,-475571.955822964,21322.44597894163,34,-451380.1854946319,-445616.9017159371,-449301.74818522256,-462044.7057208393,-450177.5970150031,-451704.2276263268,5517.037896441664
