mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05312395095825195,0.007654636568408463,0.10311942100524903,0.007649428325462818,1,1,"{'n_neighbors': 1, 'p': 1}",-644205.5362066968,-683344.8510022013,-618769.2107763615,-638335.3165701043,-693322.496755504,-655595.4822621737,28203.452095305944,99,-158.2149995654819,-44.333536108455725,-117.75172353861306,-159.18110190603093,-102.06158391750188,-116.30858900721668,42.37845593982485
0.05935502052307129,0.011691367155250865,0.14374828338623047,0.015297168692165604,1,2,"{'n_neighbors': 1, 'p': 2}",-782096.9914262542,-812776.9754373769,-724589.1557358053,-752105.8121668597,-788376.3862108922,-771989.0641954377,30582.55467561686,100,-158.2149995654819,-44.333536108455725,-117.75172353861306,-159.18110190603093,-102.06158391750188,-116.30858900721668,42.37845593982485
0.06576147079467773,0.011813914090483036,0.21157360076904297,0.06816283758338934,2,1,"{'n_neighbors': 2, 'p': 1}",-508735.34095122234,-558756.6348916696,-505474.25263615296,-481519.6079663963,-548822.3858342989,-520661.64445594803,28807.11112694326,49,-166061.556603227,-162820.09241476204,-162135.51578703435,-167725.25301981345,-164782.32958693008,-164704.9494823534,2055.39678404307
0.060032987594604494,0.006687345523046258,0.17252531051635742,0.008238793177824872,2,2,"{'n_neighbors': 2, 'p': 2}",-593846.4025605376,-685440.7172691461,-591293.9945828505,-591373.2978273465,-636324.1495365006,-619655.7123552762,37083.4360549167,95,-193716.57166652184,-193485.3961863793,-195257.12053907654,-200481.89964370546,-193960.3127643242,-195380.26016000146,2623.604706364411
0.06703758239746094,0.010761226676098875,0.22738118171691896,0.038456885245405414,3,1,"{'n_neighbors': 3, 'p': 1}",-472951.8508992134,-506681.9268270704,-462175.51121411094,-446229.72296897124,-494062.0716364105,-476420.2167091553,21695.221837276786,35,-230775.53827782764,-228289.02564622503,-225700.3063296191,-237016.38120940592,-226073.98488564455,-229571.04726974448,4141.001237590943
0.059856748580932616,0.008833618532993127,0.22744512557983398,0.018904743722854292,3,2,"{'n_neighbors': 3, 'p': 2}",-539523.605182868,-629633.2302939019,-551902.3915797605,-552942.3344920819,-591052.311304236,-573010.7745705696,33170.15578234178,74,-278450.64668848907,-270848.54338582954,-276943.9539810362,-282307.85449214344,-272562.472841795,-276222.69427785865,4118.054907557527
0.06775236129760742,0.02704890550945471,0.2315183162689209,0.026518061364063306,4,1,"{'n_neighbors': 4, 'p': 1}",-450549.33353609085,-480236.534077743,-439652.89057792583,-422647.74756662804,-456725.93290845887,-449962.48773336934,19052.502641794952,16,-267179.3976601199,-263879.0946362359,-266453.4845062569,-274772.103046608,-260587.55034289727,-266574.3260384236,4705.103989479478
0.05216507911682129,0.002775249822255583,0.24819741249084473,0.012015335429269846,4,2,"{'n_neighbors': 4, 'p': 2}",-519906.7625637238,-604397.8996929672,-521789.28755069524,-537617.2426709154,-574099.7190252028,-551562.1823007008,32810.077097627116,64,-327625.2806154225,-318794.6722357406,-322658.97718302824,-330126.45105295174,-320460.0056884016,-323933.0773551089,4291.3636037496
0.05399823188781738,0.0015550235183745614,0.22420015335083007,0.008113111669628859,5,1,"{'n_neighbors': 5, 'p': 1}",-427208.0898667593,-474232.1892156181,-430854.69393742754,-420825.84146002313,-450243.8366906141,-440672.93023408845,19439.30418862414,8,-293170.08225370065,-285572.8614315924,-291366.4326701813,-298072.97183477203,-283260.53491570597,-290288.57662119047,5323.401115399839
0.05338373184204102,0.000486323891667903,0.2730170726776123,0.013675780883422545,5,2,"{'n_neighbors': 5, 'p': 2}",-518246.1415270536,-593293.0803939289,-515606.71772421786,-526575.0439490151,-560124.355133256,-542769.0677454943,29850.61282494997,58,-356304.8137805973,-347847.59203151707,-355127.00977116043,-362535.2121499334,-349330.13886101625,-354228.9533188449,5269.341377988055
